premiseid,premisesname,altpremisesname,customer,tenancyfloororsuite,premisetype,streetnumber,streetname,suburb,state,postcode,latitude,longitude,ratingreferencenumber,ratingtype,ratingscope,certificatevalidto,energystarratingvalue,energygpstarratingvaluenogp,energygreenpowerpercent,energygreenpower,wastestarratingvalue,ieqstarratingvalue,ghgemissionsscope123withrenewableelectricity,ghgemissionsscope123withoutrenewableelectricity,ghgemissionsscope123perm2withrenewableelectricity,ghgemissionsscope123perm2withoutrenewableelectricity,energyintensitybym2,energyintensitybyroom,ghgemissionsscope123perroom,ghgemissionsscope123perroomnogp,totalenergyuse,carbonneutral,carbonneutralexpirydate,aaastarratingvalue,datacentre_pue,hospitalpeergroup,waterstarratingvalue,waterstarratingvaluenorw,waterrecycledpercent,waterrecycled,waterconsumption,waterconsumptionworw,waterconsumptionperroom,waterconsumptionperroomnorw,waterintensity,waterintensitynorw,thermalcomfortscore,airqualityscore,acousticcomfortscore,lightingscore,officelayoutscore,recyclerate,wasteintensity,apartmentbuildingstotalnumberofapartments,agedcaretotalbeds,hotelratedguestrooms,officeratedarea,shoppingcentresratedarea,ratedsitearea_cl_rl_wc,ratedelectricity,ratedgas,gasandlpg_rei%,rateddiesel,diesel_rei%,reiresult_%,reiresult1dp_%,totalrenewableelectricity_kwh,nonrenewableelectricity_kwh,nonrenewableelectricity_rei%,onsitepvcapacity_kw,onsiterenewableelectricity_kwh,onsiterenewableelectricity_rei%,retandstateterritorytargets_kwh,retandstateterritorytargets_rei%,greenpower_kwh,greenpower_rei%,othervoluntarypurchases_kwh,othervoluntarypurchases_rei%,combined_column,_merge
P1569,The Szencorp Building,The Szencorp Building,Szencorp Pty Ltd,NULL,Office,40,Albert Rd,SOUTH MELBOURNE,VIC,3205,-37.83390658,144.9713862,OF27771,Water,Base Building,2024-07-10 00:00:00,NULL,NULL,100,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NO,NULL,NULL,NULL,NULL,6,6,0,NO,117.61,117.61,NULL,NULL,0.12,0.12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1168.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P1569_OF27771_Water_2024-07-10,both
P1570,Maddocks House,Maddocks House,Real I.S. Australia 10 STC Pty Ltd AS Trustee For Real I.S. Australia 10 Subtrust,NULL,Office,40,Macquarie St,BARTON,ACT,2600,-35.30785775,149.1355254,N66291,Energy,Base Building,2024-01-17 00:00:00,5.5,5.5,0,NO,NULL,NULL,166753,166753,33,33,318,NULL,NULL,NULL,NULL,NO,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5060.8,NULL,NULL,99849.7,1251469.5,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P1570_N66291_Energy_2024-01-17,both
P1572,ANZAC Park West,Anzac Park West,The Trustee For YPI Fund 2 Ownership TR3,NULL,Office,NULL,ANZAC Park West Constitution Avenue,PARKES,ACT,2600,-35.2893454,149.139523,N66458,Energy,Base Building,2024-04-06 00:00:00,5,5,0,NO,NULL,NULL,724292,724292,52,52,363,NULL,NULL,NULL,NULL,NO,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14046,NULL,NULL,629003.3,2836902.9,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P1572_N66458_Energy_2024-04-06,both
P1572,ANZAC Park West,Anzac Park West,The Trustee For YPI Fund 2 Ownership TR3,NULL,Office,NULL,ANZAC Park West Constitution Avenue,PARKES,ACT,2600,-35.2893454,149.139523,N66458,Water,Base Building,2024-04-06 00:00:00,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NO,NULL,0,NULL,NULL,4.5,4.5,0,NO,6079.5,6079.5,NULL,NULL,NULL,0.51,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14046,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P1572_N66458_Water_2024-04-06,both
P1573,317 Hunter Street,317 Hunter Street,Mccloy Group,NULL,Office,317,Hunter St,NEWCASTLE,NSW,2300,-32.92653671,151.7762539,OF29071,Energy,Base Building,2024-09-18 00:00:00,4.5,4.5,0,NO,NULL,NULL,373750.74,382630.98,75.83,77.63,424,NULL,NULL,NULL,2091426.24,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4928.91,NULL,NULL,444012.01,492983,23.6,0,0,14,14.4,83468.42,360543.59,62.1,70,0,0,83468.42,14.4,0,0,0,0,P1573_OF29071_Energy_2024-09-18,both
P1575,8 West Street,8 West Street North Sydney,CI AUSTRALIA PTY LIMITED,NULL,Office,8,West St,NORTH SYDNEY,NSW,2060,-33.83288888,151.205118,N66178,Energy,Base Building,2024-01-18 00:00:00,4,4,0,NO,NULL,NULL,470375,470375,95,95,575,NULL,NULL,NULL,NULL,NO,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4972.3,NULL,NULL,454802.5,1226130,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P1575_N66178_Energy_2024-01-18,both
P1575,8 West Street,8 West Street North Sydney,CI AUSTRALIA PTY LIMITED,NULL,Office,8,West St,NORTH SYDNEY,NSW,2060,-33.83288888,151.205118,N66178,Water,Base Building,2024-01-18 00:00:00,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NO,NULL,0,NULL,NULL,4,4,0,NO,3292.2,3292.2,NULL,NULL,NULL,0.67,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4972.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P1575_N66178_Water_2024-01-18,both
P1577,32 Martin Place,32 Martin Place,UNITED OVERSEAS BANK LIMITED,NULL,Office,32,Martin Pl,SYDNEY,NSW,2000,-33.86734461,151.2093309,OF27788,Energy,Base Building,2024-07-25 00:00:00,4,4,0,NO,NULL,NULL,557855.13,590104.69,85.43,90.37,439,NULL,NULL,NULL,2869890.3,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6530.1,NULL,NULL,644991.3,547921.62,19.1,0,0,15,15.2,121080.24,523911.06,65.7,NULL,0,0,121080.24,15.2,0,0,0,0,P1577_OF27788_Energy_2024-07-25,both
P1577,32 Martin Place,32 Martin Place,UNITED OVERSEAS BANK LIMITED,NULL,Office,32,Martin Pl,SYDNEY,NSW,2000,-33.86734461,151.2093309,OF27788,Water,Base Building,2024-07-25 00:00:00,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NO,NULL,NULL,NULL,NULL,4.5,4.5,0,NO,3146.13,3146.13,NULL,NULL,0.49,0.49,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6530.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P1577_OF27788_Water_2024-07-25,both
P1578,290 Burwood Road,NULL,Zagame Corporation Pty Ltd,NULL,Office,290,Burwood Rd,HAWTHORN,VIC,3122,-37.8225359,145.0333006,N65891,Energy,Whole Building,2023-12-14 00:00:00,4.5,4.5,0,NO,NULL,NULL,365935,365935,151,151,513,NULL,NULL,NULL,NULL,NO,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2419.1,NULL,NULL,345221.3,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P1578_N65891_Energy_2023-12-14,both
P1578,290 Burwood Road,NULL,Zagame Corporation Pty Ltd,NULL,Office,290,Burwood Rd,HAWTHORN,VIC,3122,-37.8225359,145.0333006,N65891,Water,Whole Building,2023-12-14 00:00:00,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NO,NULL,0,NULL,NULL,4.5,4.5,0,NO,913.3,913.3,NULL,NULL,NULL,0.41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2419.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P1578_N65891_Water_2023-12-14,both
P1579,12 Pirie Street,12 Pirie Street,DAVID RAID & ILHAM NASRAWI,NULL,Office,12,Pirie St,ADELAIDE,SA,5000,-34.9254565,138.6004084,N66699,Energy,Base Building,2024-03-13 00:00:00,3.5,3.5,0,NO,NULL,NULL,173526,173526,46,46,517,NULL,NULL,NULL,NULL,NO,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3768.2,NULL,NULL,266374.9,990649.4,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P1579_N66699_Energy_2024-03-13,both
P1580,78 Waterloo Rd,NULL,THE TRUST COMPANY LIMITED ATF GRAFTON ROA TRUST,NULL,Office,78,Waterloo Rd,MACQUARIE PARK,NSW,2113,-33.78044351,151.1218398,N66350,Energy,Base Building,2024-02-05 00:00:00,4.5,4.5,0,NO,NULL,NULL,581482,581482,79,79,344,NULL,NULL,NULL,NULL,NO,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7365.7,NULL,NULL,664794.6,118426.5,NULL,738.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P1580_N66350_Energy_2024-02-05,both
P1580,78 Waterloo Rd,NULL,THE TRUST COMPANY LIMITED ATF GRAFTON ROA TRUST,NULL,Office,78,Waterloo Rd,MACQUARIE PARK,NSW,2113,-33.78044351,151.1218398,N66350,Water,Base Building,2024-02-05 00:00:00,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NO,NULL,0,NULL,NULL,5,5,0,NO,2423.6,2423.6,NULL,NULL,NULL,0.34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7365.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P1580_N66350_Water_2024-02-05,both
P1581,Edgecliff Centre,Edgecliff Centre,LONGHURST INVESTMENTS NO1 PTY LTD,NULL,Office,203 -233,New South Head Rd,EDGECLIFF,NSW,2027,-33.87921495,151.2355198,N66197,Energy,Base Building,2024-02-22 00:00:00,3.5,3.5,0,NO,NULL,NULL,573710,573710,103,103,431,NULL,NULL,NULL,NULL,NO,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5564.5,NULL,NULL,667021.5,0,NULL,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P1581_N66197_Energy_2024-02-22,both
P1584,239 George Street & 15 Adelaide Street,239 George Street & 15 Adelaide Street,PROPRIUM CAPITAL PARTNERS (AUSTRALIA) PTY LTD,NULL,Office,239 George Street & 15,Adelaide Street,BRISBANE CITY,QLD,4000,-27.46662415,153.0273619,OF28956,Energy,Base Building,2024-09-18 00:00:00,5.5,5.5,0,NO,NULL,NULL,1301022.7,1486134.14,56.9,65,268,NULL,NULL,NULL,6141702.22,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22863.74,NULL,NULL,1682831.23,75982.79,1.2,195,0.1,19,18.6,316807.5,1366023.73,80.1,NULL,0,0,316807.5,18.6,0,0,0,0,P1584_OF28956_Energy_2024-09-18,both
P1584,239 George Street & 15 Adelaide Street,239 George Street & 15 Adelaide Street,PROPRIUM CAPITAL PARTNERS (AUSTRALIA) PTY LTD,NULL,Office,239 George Street & 15,Adelaide Street,BRISBANE CITY,QLD,4000,-27.46662415,153.0273619,OF28956,Water,Base Building,2024-09-18 00:00:00,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NO,NULL,NULL,NULL,NULL,3.5,3.5,0,NO,24176.64,24176.64,NULL,NULL,0.81,0.81,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22863.74,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P1584_OF28956_Water_2024-09-18,both
P1586,Coniston Corporate Centre,Coniston Corporate Centre,Simis Capital Pty Ltd,NULL,Office,5,Bridge St,CONISTON,NSW,2500,-34.4400341,150.8867636,N66175,Energy,Base Building,2023-12-21 00:00:00,4,4,0,NO,NULL,NULL,295704,295704,90,90,375,NULL,NULL,NULL,NULL,NO,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3295.8,NULL,NULL,343842.1,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P1586_N66175_Energy_2023-12-21,both
P1587,80 William Street,80 William Street,Terrace Tower Group,NULL,Office,80,William St,WOOLLOOMOOLOO,NSW,2011,-33.87400567,151.2158976,N66944,Energy,Base Building,2024-04-06 00:00:00,5,5,0,NO,NULL,NULL,951222,951222,57,57,252,NULL,NULL,NULL,NULL,NO,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16576.9,NULL,NULL,1082889.9,88087.8,NULL,5000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P1587_N66944_Energy_2024-04-06,both
P1587,80 William Street,80 William Street,Terrace Tower Group,NULL,Office,80,William St,WOOLLOOMOOLOO,NSW,2011,-33.87400567,151.2158976,N66944,Water,Base Building,2024-04-06 00:00:00,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NO,NULL,0,NULL,NULL,5,5,0,NO,4459,4459,NULL,NULL,NULL,0.29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16576.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P1587_N66944_Water_2024-04-06,both
P1588,678 Victoria Street,678 Victoria Street Richmond,Victoria Gardens Developments Pty Ltd,NULL,Office,678,Victoria St,RICHMOND,VIC,3121,-37.81221182,145.0144306,N65060,Energy,Base Building,2023-11-28 00:00:00,4,4,0,NO,NULL,NULL,534951,534951,77,77,477,NULL,NULL,NULL,NULL,NO,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6935,NULL,NULL,408132.3,1842796.9,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P1588_N65060_Energy_2023-11-28,both
P1589,215 Spring Street,215 Spring Street,The Trustee For Knowles Spring Street Unit Trust,NULL,Office,NULL,215 Spring Street,MELBOURNE,VIC,3000,-37.80983865,144.9720566,N66741,Energy,Base Building,2024-03-21 00:00:00,5,5,0,NO,NULL,NULL,786087,786087,52,52,335,NULL,NULL,NULL,NULL,NO,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15181.8,NULL,NULL,585072.1,2968703.9,NULL,371.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P1589_N66741_Energy_2024-03-21,both
P1590,75 Castlereagh Street,75 Castlereagh Street,Eastern Holding (HK) Limited,NULL,Office,73 -75,Castlereagh St,SYDNEY,NSW,2000,-33.86947834,151.209268,N65290,Energy,Base Building,2023-12-01 00:00:00,4.5,4.5,0,NO,NULL,NULL,417837,417837,80,80,487,NULL,NULL,NULL,NULL,NO,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5196.2,NULL,NULL,405237.2,1069597,NULL,72,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P1590_N65290_Energy_2023-12-01,both
P1590,75 Castlereagh Street,75 Castlereagh Street,Eastern Holding (HK) Limited,NULL,Office,73 -75,Castlereagh St,SYDNEY,NSW,2000,-33.86947834,151.209268,N65290,Water,Base Building,2023-12-01 00:00:00,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NO,NULL,0,NULL,NULL,4,4,0,NO,2671.3,2671.3,NULL,NULL,NULL,0.53,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5196.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P1590_N65290_Water_2023-12-01,both
P1591,Sirius Building,Sirius Building,MIRVAC FUNDS LIMITED,NULL,Office,23,Furzer St,PHILLIP,ACT,2606,-35.34220109,149.084096,N67067,Energy,Base Building,2024-04-29 00:00:00,6,6,0,NO,NULL,NULL,945235,945235,22,22,143,NULL,NULL,NULL,NULL,NO,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,43841,NULL,NULL,856441,3182142.5,NULL,1065,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P1591_N67067_Energy_2024-04-29,both
P1591,Sirius Building,Sirius Building,MIRVAC FUNDS LIMITED,NULL,Office,23,Furzer St,PHILLIP,ACT,2606,-35.34220109,149.084096,N67067,Water,Base Building,2024-04-29 00:00:00,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NO,NULL,0,NULL,NULL,6,6,0,NO,4018.2,4018.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,43841,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P1591_N67067_Water_2024-04-29,both
P1593,Southbank Promenade IBM,Southbank Promenade IBM,The Trustee For Southgate Trust,NULL,Office,NULL,60 City Road,SOUTHBANK,VIC,3006,-37.82127081,144.9660701,OF28514,Energy,Base Building,2024-10-11 00:00:00,4,4,0,NO,NULL,NULL,1832451.34,2146488.83,54.56,63.92,341,NULL,NULL,NULL,11475785,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,33583.33,NULL,NULL,2093583.22,3886775.41,33.9,1350,0.5,12,12.3,393566.11,1700017.11,53.3,NULL,0,0,393566.11,12.3,0,0,0,0,P1593_OF28514_Energy_2024-10-11,both
P1593,Southbank Promenade IBM,Southbank Promenade IBM,The Trustee For Southgate Trust,NULL,Office,NULL,60 City Road,SOUTHBANK,VIC,3006,-37.82127081,144.9660701,OF28514,Water,Base Building,2024-10-11 00:00:00,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NO,NULL,NULL,NULL,NULL,2.5,2.5,0,NO,22478.55,22478.55,NULL,NULL,1.05,1.05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,33583.33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P1593_OF28514_Water_2024-10-11,both
P1594,Southbank Promenade HWT,Southbank Promenade HWT,The Trustee For Southgate Trust,NULL,Office,NULL,40 City Road,SOUTHBANK,VIC,3006,-37.82116189,144.966716,OF28513,Energy,Base Building,2024-09-28 00:00:00,5,4,44.18,YES,NULL,NULL,807669.02,1848617.61,30.16,69.03,356,NULL,NULL,NULL,9535485.77,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26778.1,NULL,NULL,1829552.52,2896986.7,30.4,1350,0.5,44,43.5,1152270.57,677281.95,25.6,NULL,0,0,343931.81,13,808338.76,30.5,0,0,P1594_OF28513_Energy_2024-09-28,both
P1594,Southbank Promenade HWT,Southbank Promenade HWT,The Trustee For Southgate Trust,NULL,Office,NULL,40 City Road,SOUTHBANK,VIC,3006,-37.82116189,144.966716,OF28513,Water,Base Building,2024-09-28 00:00:00,NULL,NULL,44.18,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NO,NULL,NULL,NULL,NULL,4.5,4.5,0,NO,9599.58,9599.58,NULL,NULL,0.4,0.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26778.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P1594_OF28513_Water_2024-09-28,both
P1595,Citadel Towers,Citadel Towers,Tackelly Pty Ltd,NULL,Office,NULL,799 Pacific Highway,CHATSWOOD,NSW,2067,-33.79803036,151.178212,OF28730,Energy,Base Building,2024-10-27 00:00:00,5,5,0,NO,NULL,NULL,1584410.76,1624156.97,50.25,51.51,252,NULL,NULL,NULL,7971483.17,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,31530.66,NULL,NULL,1987310.44,757335.59,9.5,1550,0.8,17,16.9,373588.23,1613722.21,72.9,NULL,0,0,373588.23,16.9,0,0,0,0,P1595_OF28730_Energy_2024-10-27,both
P1595,Citadel Towers,Citadel Towers,Tackelly Pty Ltd,NULL,Office,NULL,799 Pacific Highway,CHATSWOOD,NSW,2067,-33.79803036,151.178212,OF28730,Water,Base Building,2024-10-27 00:00:00,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NO,NULL,NULL,NULL,NULL,4.5,4.5,0,NO,14052.66,14052.66,NULL,NULL,0.46,0.46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,31530.66,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P1595_OF28730_Water_2024-10-27,both
P1596,Fujitsu Centre,Fujitsu Centre,ST ENOCH NOMINEE PTY LTD,NULL,Office,15,Blue St,NORTH SYDNEY,NSW,2060,-33.84132657,151.2078363,N66329,Energy,Base Building,2024-01-18 00:00:00,4,4,0,NO,NULL,NULL,1212527,1212527,91,91,524,NULL,NULL,NULL,NULL,NO,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13274.1,NULL,NULL,1215054,2579706.2,NULL,300,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P1596_N66329_Energy_2024-01-18,both
P1596,Fujitsu Centre,Fujitsu Centre,ST ENOCH NOMINEE PTY LTD,NULL,Office,15,Blue St,NORTH SYDNEY,NSW,2060,-33.84132657,151.2078363,N66329,Water,Base Building,2024-01-18 00:00:00,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NO,NULL,0,NULL,NULL,3,3,0,NO,13159.5,13159.5,NULL,NULL,NULL,1.02,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13274.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P1596_N66329_Water_2024-01-18,both
P1597,BGC Centre,28 The Esplanade,Redhill Partners Investment Pty Ltd ATF RH Office Investment Property Trust 1,NULL,Office,NULL,28 The Esplanade,PERTH,WA,6000,-31.95601,115.85735,N65917,Energy,Base Building,2024-01-28 00:00:00,3,3,0,NO,NULL,NULL,967072,967072,85,85,444,NULL,NULL,NULL,NULL,NO,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11379.6,NULL,NULL,1399200.8,0,NULL,569.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P1597_N65917_Energy_2024-01-28,both
